新ID,,,,ENE,,,正例,負例,代表的な定義語,普通名詞フラグ,ENE英語表記,定義文,Definition,属性定義の有無,,注意事項用メモ,
1,6,5,0,,交通施設名,交通施設名＿その他,静岡ヘリポート,,ヘリポート,,Transport_Facility_Other,交通施設のうち、その下位クラスに属さないもの。,A name of a transportation facility (1.6.5 Transport_Facility) that does not belong to any of the other subordinate categories (1.6.5.1 - 1.6.5.6).,,,,
1,6,5,1,,,停車場名,"赤坂一丁目東,   秋保神社前, 砂津バスセンター, 曙町停留場,
三重交通志摩営業所(→ 停車場名およびＦＯＥ＿その他)
",,"駅,  営業所,  バスターミナル,  停留所,  バス停,  路線",,Car_Stop,"車が停車する場所の名前。
例えば、バスなどの自動車が発着するバスターミナル、停留所など。","A name of a designated place where cars stop, such as a bus station or stop.",1,,店舗を伴うPAは停車場名、商業施設名の両方に分類。,
1,6,5,2,,,鉄道駅名,"上野駅,   梅田駅,   グランド・セントラル・ステーション,   前栽駅,   ストックホルム中央駅,   市ヶ谷駅",,"駅,  廃駅,  鉄道駅,  停留場,  貨物駅",,Station,鉄道が発着し、客や貨物の積み下ろしをする駅の名前。,A name of a train or subway station where passengers and cargo are loaded and unloaded. ,1,,,
1,6,5,3,,,空港名,"東京国際空港,  ジョン・エフ・ケネディ国際空港,  オヘア国際空港, 
成田空港,   ＪＦケネディ空港,   ウェストチェスター空港,   関空,   関西国際空港,   大分県央飛行場,   普天間飛行場",砂川ヘリポート（→ 交通施設名＿その他）,"空港,  飛行場,  基地

国際空港,  地方管理空港,  軍用飛行場,  航空基地",,Airport,飛行機が発着し、客や貨物の積み下ろしをする飛行場の名前。,A name of an airport or aerodrome where passengers and cargo are loaded and unloaded. ,1,,,
1,6,5,4,,,港名,"神戸港,  安濃津,  十三湊,  韓泊,  横瀬浦
東京港,   ニューヨーク港,   大輪田泊,   ポート・ディクソン,   新西宮ヨットハーバー,   浦内川船着場,   舞鶴",総合静脈物流拠点港（リサイクルポート → FOE＿その他）,"港湾,  港,  港湾施設,  ヨットハーバー",,Port,海港や船着場など船が出入りする施設の名前。,"A name of a maritime commercial facility such as a port, harbor, wharf or dock.",1,,,
1,6,5,5,,,道路施設名,"クロスタワー駐車場,     ＴＣＡＴ,   京都駅パーキングエリア,   ポートオーソリティ,    渋谷東P
海老名サービスエリア,  道の駅八王子滝山, 東名ジャンクション, 高砂西ランプ,
西宮インターチェンジ
",,"インターチェンジ,  パーキングエリア,  出入口,  ジャンクション,  サービスエリア,  料金所",,Road_Facility,"客や貨物の積み下ろしを目的としない道路施設の名前。
例えば、インターチェンジ、駐車場など。","A name of a road facility or area that is not established for the purpose of loading and unloading passengers or freight.
This includes a parking lot, or a rest area on a highway.",1,,,
1,6,5,6,,,鉄道施設名,"上大平台信号場,  柳川車両基地, 一ノ関運輸区, 西日本旅客鉄道吹田工場",,"信号場,  車両基地,  車両工場,  機関区,  車庫,  操車場,  オフレールステーション",,Railway_Facility,"客や貨物の積み下ろしを目的としない鉄道施設の名前。
例えば、車両基地、信号場など。","A name of a railway facility or area that is not established for the purpose of the purpose of loading and unloading passengers or freight. 
This includes a rail yard, or a signal station",1,,,
1,6,6,,,路線名,,,,,,Line,人が移動する為に用いる路線の名前。 ,A name of a line or route for transportation. ,,,,
1,6,6,0,,路線名,路線名＿その他,"ラスベガス便,   駒ケ岳ロープウェイ,   シルクロード,  
中央ライナー(→ 車名および路線名＿その他), ムーバス(→ 車名および路線名＿その他), 
北区コミュニティバス(→ 車名および路線名＿その他)",北上幹線(送電線 → 施設名＿その他),"コミュニティバス,  高速バス,  バス路線,  自治体バス,  ロープウェイ,  ",,Line_Other,"路線のうち、その下位クラスに属さないもの。 
例えば、航空路や、バス路線、大まかな道のりを指す「シルクロード」など。","A name of a line (1.6.6 Line) that does not belong to any of the other subordinate categories (1.6.6.1 - 1.6.6.6).
Examples are an air route, a bus route, and Silk Road.",1,,,
1,6,6,1,,,道路名,"中国横断自動車道, ブロードウェー,  オペラ座通り,  山辺の道

名神高速道路,   国道２５号,   アウトバーン,   甲州街道,   阪神高速道路,  法善寺横丁,   御堂筋

ロマンチック街道,   伊勢路,   ヨーロッパ国際道路網,   近畿自動車道

 利根川サイクリングロード,   大野川歩行者・自転車専用,   日本陸連公認びわ湖毎日マラソンコース","サンロード(商店街 → 商業施設名)
銀座一丁目交差点（→地名＿その他）,   丸田町ジャンクション（→交通施設名＿その他）","県道,  地方道,  国道,  道路,  通り,  路線,  街道,  幹線道路",,Road,自動車、自転車、人のための道路の名前。 ,"A name of a road, which is a route or way on land improved to allow travel by foot, motor vehicle, bicycle, or horse. ",1,,,
1,6,6,2,,,鉄道路線名,"関西本線,  山口線,  東海道本線,  釧網本線,  宝成線, 
丸の内線,   東海道新幹線,   室蘭本線,   シベリア鉄道,   天理線","地下鉄(→ ＣＯＮＣＥＰＴ)

北上幹線(送電線 → 施設名＿その他)","鉄道路線,  路線,  鉄道線,  交通線,  地下鉄,  軌道路線,  鉄道,  路面電車,  幹線,  貨物船",,Railroad,"鉄道路線の名前。
例えば、電車、地下鉄、モノレールなど。","A name of a train line, subway line, or monorail line.",1,,,
1,6,6,3,,,航路名,"西廻海運,  エンパイア・ルート,  青函航路,  宇高航路,  海の道",,"航路,  連絡船,  渡し船,  フェリー,  遊覧船,  水上バス,  海上輸送",,Water_Route,船が通る道筋の名前。,A name of a route that ships use.,1,,,
1,6,6,4,,,運河名,"スエズ運河,   アムステルダム運河,   カラクム運河,   見沼通船堀,   セント・ローレンス水路, 香川用水",,"運河,  用水路,  水路",,Canal,人工的に陸地を掘ってつくった水路の名前。,A name of an artificial waterway such as a canal.,1,,,
1,6,6,5,,,トンネル名,"アペニン・トンネル,  清水トンネル,  丹那トンネル,  モファット・トンネル, 
青函トンネル,   リンカーン・トンネル,   白糸トンネル,   ユーロトンネル",,トンネル,,Tunnel,トンネルの名前。 通るものは人間でも鉄道でも電車でもよい。,"A name of a tunnel, irrespective of the usage. It may be for foot, for vehicular road traffic, for rail traffic, or for a canal.",1,,,
1,6,6,6,,,橋名,"瀬戸大橋,  ロンドン・ブリッジ,  万世橋,  天草五橋,  クイーンズボロ橋,   眼鏡橋,   竜神大吊橋","  
吊橋(→ ＣＯＮＣＥＰＴ),   アーチ橋(→ ＣＯＮＣＥＰＴ)
","橋,  橋梁,  吊り橋,  歩道橋",,Bridge,川などに掛る橋の名前。 渡るものは人間でも鉄道でも電車でもよい。 ,"A name of a bridge, irrespective of the usage. It may be for foot, for vehicular road traffic, for rail traffic, or for a canal.",1,,,
1,7,,,プロダクト名,,,,,,,Product,"人間が製造したもの（具象・抽象ともに含む）の名前。
物品のみでなく、抽象的な製品（サービスなど）も含む。",A name of a thing or abstract concept (including services) produced by the intent of human beings.,,,,
1,7,0,,プロダクト名,プロダクト名＿その他,,"サランラップ,  博多人形,  縄文土器,   上野焼,  京友禅,  オスカー像,   

アルカリ蓄電池(特定の企業が製造する製品),   エボルタ(乾電池の商品名),   福島第一原発4号機, 

東証株価指数,    ダウ平均株価,  ２２５先物,   ＴＯＰＩＸ先物,   ３００先物,  みずほスーパー定期, 厚生年金,   米国債

 国内総生産,   ＧＤＰ

瑠璃（披露宴のコース）,   阪神大震災救援ダイヤル

 警察権,   環境権,   婦人参政権,  借地権,   テレビ放送権,   放送権

ユニオン・ジャック,   英国旗
","ラップフィルム(→ ＣＯＮＣＥＰＴ), 着せ替え人形(→ ＣＯＮＣＥＰＴ),   焼き物(→ ＣＯＮＣＥＰＴ),  和食器(→ ＣＯＮＣＥＰＴ),  洋食器(→ ＣＯＮＣＥＰＴ), 友禅(→ ＣＯＮＣＥＰＴ),   トロフィー(→ ＣＯＮＣＥＰＴ),  マックPC(→ ＣＯＮＣＥＰＴ),  ウィンテル(ウィンドウズとインテルを積んでいるPC → ＣＯＮＣＥＰＴ)

アルカリ電池(→ ＣＯＮＣＥＰＴ),  原子力発電機(→ ＣＯＮＣＥＰＴ)

株価指数(→ ＣＯＮＣＥＰＴ),  平均株価(→ ＣＯＮＣＥＰＴ),  先物取引(→ ＣＯＮＣＥＰＴ),  定期預金(→ ＣＯＮＣＥＰＴ),  年金(→ ＣＯＮＣＥＰＴ), 国債(→ ＣＯＮＣＥＰＴ),   赤字国債(→ ＣＯＮＣＥＰＴ),  戦時債券(→ ＣＯＮＣＥＰＴ)

人権(→ ＣＯＮＣＥＰＴ),   拒否権(→ ＣＯＮＣＥＰＴ),   団結権 (→ ＣＯＮＣＥＰＴ) 

新宿高島屋(→ 商業施設名)",,,Product_Other,プロダクト名のうち、その下位クラスに属さないもの。,A name of a product or service (1.7 Product) that does not belong to any of the other subordinate categories (1.7.1 - 1.7.24). ,1,,,
1,7,1,,,株名,,"ＮＴＴ株,  ナビスコ株,  タテホ株,  リクルートコスモス株",,株,,Stock,株の銘柄の名前。,A name of a stock or share.,,,,
1,7,2,,,便名,,"ノースウエスト６９便,  ひかり４０号,  インドネシア航空８７２便","ラスベガス便(→ 路線名＿その他)
ボーイング777(→ 飛行機名)
クモハ１２３−４５６７(→ 識別番号)","定期旅客便,  旅客定期便",,Vehicle_Service_ID,"飛行機、電車、定期バスなどの便の名前。
乗物自体についているID番号は含まない。","A service identification name or number of transportation means, such as a plane, train, or bus. 
An ID number given to a vehicle itself (e.g. Boeing 777) is not included here, but in 1.7.3 ID_Number Category.",,,,
1,7,3,,,識別番号,,"IE１２３４−５６７８,  クモハ１２３−４５６７",,"型式,  番号,  車両番号,  型番",,ID_Number,"番号や文字列で表される識別番号。
例えば、免許証番号、パスポート番号、製造番号、背番号など。","An identification number. This can be a string of numerals, or other character string.
Examples are a passport number, driver's license number, serial number or uniform number. ",,,,
1,7,4,,,サービス名,,"Iモード,  ダイヤルQ2,  EZ FeliCa,  エクスプレス予約,  配達地域指定郵便物,  朝マック,  PayPay",,"サービス,  電子マネー,  サービスブランド",,Service,企業や行政が提供するサービスの名前。,A name of a service that is provided by a campany or government. ,1,,,
1,7,5,,,ブランド名,,"学研の図鑑,  回転寿しトリトン,  サクセス (花王),  PHP文庫

講談社学術文庫, 高島屋,   GAP","スカイライン(→ 車名),  ハリー・ポッターシリーズ(→ 書物名)

ファイナルファンタジー(→ 電子ゲーム名)","ブランド,   レーベル,  銘柄,  スーパーマーケットチェーン,  チェーン店",,Brand,"ブランドの名前。
チェーン店の名称や、シリーズ名などを含む。
「スカイライン(→  車名)」のように、当カテゴリよりも属性の近いカテゴリがある場合は適切なカテゴリに分類する。","A name of a brand. 
This includes a name of a chain store, or a title of a series. 
In case there is another more apporpriate category for the entity, it shall be classified into there; for example, Skyline is not included here, but in 1.7.18.1 Car Category. ",1,,,
1,7,6,,,ソフトウェア名,,"エクセル, Adobe PageMaker, 楽々はがき
JAVA,   LISP
LINPACK",,"ソフトウェア,  プログラミング言語,  Linuxディストリビューション,  ウェブブラウザ,  ライブラリ,  オペレーティングシステム",,Software,"ソフトウェアの名前。
例えば、アプリケーション、プログラミング言語、ライブラリなど。","A name of a computer software.
Examples are an computer program, library, web application, or programming language.",1,,,
1,7,7,,,情報機器名,,"ThinkPad,  IPhone 6","日産・FJエンジン（→プロダクト名＿その他）, 写ルンです（→プロダクト名＿その他）,  吉宗 (パチスロ)（→プロダクト名＿その他）","端末,  携帯電話端末,  携帯電話,  ブランド,  端末製品,  スマートフォン",,Information_Appliance,"情報通信に使用する機械の名前。
例えば、コンピュータや携帯用電話機など。
掃除機や洗濯機などの家電は含まない。","A name of an appliance that is used for information telecommunications. 
Examples are a computer and a mobile phone.
This does not include home electrical appliances such as a cleaner or a washing machine.",1,,,
1,7,8,,,玩具名,,"リカちゃん人形,   ガンプラ,  トミカタウン

レゴ,  PlayStation 2

赤べこ","数独(→ ゲーム名＿その他)

ファイナルファンタジー(→ 電子ゲーム名)","玩具,  ゲーム機,  ボードゲーム,  周辺機器,  人形,  プラモデル",,Toy,"玩具の名前。
ゲームソフトなどの電子ゲームは、含まない。","A name of a toy.
This does not include an electronic game such as a game software.",1,,,
1,7,9,,,楽器名,,"ストラディヴァリウス,  クラビノーバ","打楽器(→ ＣＯＮＣＥＰＴ),  ピアノ(→ ＣＯＮＣＥＰＴ),  ギター(→ ＣＯＮＣＥＰＴ)","ギター,  型番・商品,  ベース",,Musical_Instrument,楽器の名前。,A name of a musical instrument.,1,,,
1,7,10,,,衣類名,,"空挺迷彩服2型,  1953年の大阪タイガースのユニフォーム,  マックエアー,QGF-02ヘルメット,  オープンハート
","ビジネススーツ(→ ＣＯＮＣＥＰＴ),   ジーンズ(→ ＣＯＮＣＥＰＴ),  蛇の目傘(→ ＣＯＮＣＥＰＴ),   衵扇(→ ＣＯＮＣＥＰＴ),   バッジ(→ ＣＯＮＣＥＰＴ),  和服(→ ＣＯＮＣＥＰＴ),  チャイナドレス(→ ＣＯＮＣＥＰＴ)

ケリーバッグ（→プロダクト名＿その他）,   キタムラバッグ（→プロダクト名＿その他）

山の手カジュアル（→文化名）","ヘルメット,  ユニフォーム,  衣服",,Clothing,"人が身につけるものの名前。
頭に被るものから足に履くものまでを含む。 ","A name of clothing, what can be worn on the body. 
This includes clothes, shoes, or a hat. ",,,,
1,7,11,,,医薬品名,,"経口血糖降下薬,  アセタゾラミド,  男性ホルモン剤,  サルファ剤,  プロベネシド
大正漢方胃腸薬,   アスピリン,   抗生物質,   抗ウイルス剤・ソリブジン,   カルブルック,   バファリン,   正露丸

画像診断用造影剤,   かぜ薬,   麻酔薬,   痛みどめ

モルヒネ（医療目的の場合）

ペニシリン（化合物名に加え医薬品名に分類）, イブプロフェン（化合物名に加え医薬品名に分類）

グロンサン（医薬部外品の場合）","栄養剤(→ ＣＯＮＣＥＰＴ),   薬草(→ ＣＯＮＣＥＰＴ),   生薬(→ ＣＯＮＣＥＰＴ),   錠剤(→ ＣＯＮＣＥＰＴ)

コカイン（医療目的出ない場合→プロダクト名＿その他）,   モルヒネ（医療目的でない場合→プロダクト名＿その他）","医薬品,  漢方方剤,  漢方薬,  ワクチン,  薬物",,Drug,"医療目的で人間に投与する医薬品の名前。
製造・開発元が存在する医薬品、医薬部外品。
医療目的の化合物を含む。

殺虫剤や医療目的以外の麻薬等の薬品は含まない。","A name of a medication, which is a drug used to diagnose, cure, treat or prevent human disease. 
Drugs with other purposes (such as a pesticide or narcotic) are not included here, but in 1.7.0 Product_Other Category.",1,,,
1,7,12,,,キャラクター名,,"ミッキ−マウス,   ドラえもん,   ピンク・パンサー,   ピーター・ラビット,      シンデレラ,      ポパイ,      孫悟空,   ピノキオ,  シンデレラ,  黄金バット,  チップとデール

キューピー,   因幡の白兎","つちのこ(→ 空想生物),   鬼(→ 空想生物名),   ユニコーン(→ 空想生物名),   海坊主(→ 空想生物名),   狼男(→ 空想生物名),

ピカチュウ(→  キャラクター名)","人物,  キャラクター,  登場人物,  女性,  主人公,  ヒーロー,  モンスター,  怪獣",,Character,"創作上のキャラクターの名前。物語の登場人物を含む。
動物の種類を表すことばのうち、「狼男」のように複数の作品に登場するものは「空想生物名」、「ピカチュウ」のように固有の作品でのみ登場するものは「キャラクター名」とする。","A name of a fictional character. This includes the characters of a story. 
A name of a fictional animal that appears in more than one work, like ""werewolf"" is not included here but in 1.9.4.0 Living_Thing_Other Category. Other fictional animal that only appears in a specific work, like ""Pikachu"", is included.",1,,,
1,7,13,,,作品名,,,,,,Art,芸術作品の名前。,A name of a work of art.,,,,
1,7,13,0,,作品名,作品名＿その他,"ミロのヴィーナス,  聖観音菩薩像,  ロゼッタストーン","ギリシャ美術(→文化名),   春日権現験記（絵巻物→書物名）","記念碑,  太刀,  磨崖仏,  石碑,  彫刻,  像",,Art_Other,"芸術作品名のうち、その下位クラスに属さないもの。
例えば、芸術、彫刻など。","A name of a work of art (1.7.13 Art) that does not belong to any of the other subordinate categories (1.7.13.1 - 1.7.13.6). 
A sculpture is an example of this category.",1,,,
1,7,13,1,,,絵画名,"ゲルニカ,  モナ・リザ,  冨嶽三十六景,  イーゼンハイム祭壇画,  彦根屏風
  
すいれん,   ひまわり,   ゲルニカ,   ２５A,   アロハ,   麗子像,   星降る夜

メゾナイトの絵画（連作）","水彩画(→ＣＯＮＣＥＰＴ),   印象派絵画(→ＣＯＮＣＥＰＴ)","絵画,  油絵,  油彩画,  肖像画,  連作  イコン",,Painting,絵画の名前。,A name of a painting or drawing. ,1,,,
1,7,13,2,,,番組名,"紅白歌合戦,  街頭録音
ニュースステーション,   紅白歌合戦,   朝のバロック,   サザエさん,   いい旅・夢気分,   きょうの出来事

それいけ！アンパンマン,   NHKのど自慢,   赤い夕日,   夫婦善哉,   ラジオ体操,   朝の連続テレビ小説

水曜ロードショー,   火曜サスペンス劇場

ジャにのちゃんねる(YouTubeチャンネル → 番組名およびチャンネル名),  HikakinTV(YouTubeチャンネル → 番組名およびチャンネル名)","  

テレビ小説(→ ＣＯＮＣＥＰＴ)

フジテレビ（→企業名およびチャンネル名）

NHKラジオ第一（→チャンネル名）","テレビドラマ,  ラジオ番組, バラエティ番組,  テレビアニメ,  番組",,Broadcast_Program,"テレビ、ラジオ、インターネット上などの放送番組の名前。
番組内のコーナーを含む。","A name of a broadcast media program, such as a Television show or a radio program. 
This includes a certain segment of these programs.",1,,,
1,7,13,3,,,映画名,"七人の侍,  モダン・タイムス,  ゴジラ,
マトリックス,   風と共に去りぬ,   タイタニック,   E.T.,   ハリーポッター,   男はつらいよ・拝啓車寅次郎様,   ゴッドファーザー

十戒,   クレオパトラ,   ターミネーター,   リアリティ・バイツ,   第三の男,   運動靴と赤い金魚
","  

アクション・ムービー(→ ＣＯＮＣＥＰＴ),   ホラー映画(→ ＣＯＮＣＥＰＴ)

松竹（→ 企業名）

ハイスクール・ミュージカル(テレビ映画 → 映像作品名)","映画,  日本映画, コメディ映画,  小説, 韓国映画 ",,Movie,"映画の名前。
劇場公開したもののみ。テレビ映画は含まない。","A name of a movie that is released in movie theaters.
This does not include a television film.",1,,,
1,7,13,4,,,公演名,"おふくろ,  隅田川続俤,  通小町,  明日の幸福,  鰍沢

キャッツ,   オペラ座の怪人,   砧,   椿姫,   葵上,   義経千本桜,   トゥーランドット,   レント,   ハムレット,   カルメン

ドン・ジョヴァンニ,   人形の家,   モンナ・ヴァンナ,   サロメ,   復活,   海の夫人,   伊勢神楽,   大喜利","京劇(→ ＣＯＮＣＥＰＴ),   コンサート(→ ＣＯＮＣＥＰＴ)","演目,  ミュージカル,  舞台,  戯曲,  オペラ,  音楽祭,  バレエ,  コンサート,  演劇,  ライブ",,Show,"舞台で公演されるものの名前。
例えば、歌舞伎、ミュージカル、オペラ、演劇など。","A name of a show that is performed on stage.
Examples are a musical, opera, play, or ballet.",1,,,
1,7,13,5,,,音楽名,"動物の謝肉祭,  おけさ節,  魔弾の射手,  ルスランとリュドミラ,  木更津甚句

君が代,   ドレミの歌,   運命,   明日に架ける橋,   第九,   めぐり逢い,   サムシング・ゼアー

カチューシャかわいや,   りんごの唄

究極のベスト! 浅香唯,   筋肉少女帯 ナゴム全曲","  

交響曲(→ ＣＯＮＣＥＰＴ),   歌謡曲(→ ＣＯＮＣＥＰＴ),   ロック(→ ＣＯＮＣＥＰＴ),   R&B(→ ＣＯＮＣＥＰＴ),   バロック音楽(→ ＣＯＮＣＥＰＴ)","シングル,  アルバム,  楽曲,  交響曲,  歌",,Music,"音楽の名前。
例えば、歌、楽曲などのタイトルなど。
アルバムタイトルなどを含む。","A name of a music or song. 
This includes an album title of an artist.",1,,,
1,7,13,6,,,映像作品名,"ああっ女神さまっ, 工藤静香 I'm not Concert Tour 1998, 真夏の大感謝祭 LIVE",,"映像,  ライブビデオ,  OVA,  DVD,  漫画,  メディアミックス,  PV集",,Video_Work,"映像作品の名前。
例えば、OVA、ビデオクリップ、PV、CMなど。
ディスク等のかたちで発売されたコンサートツアーを含む。

ドラマCDは、プロダクト名＿その他とする。","A name of a video work.
Examples are an onlie video advertisement, a video clip, a promotion video, a commercial, etc. 
This includes a concert tour disk.
A voice dramatization CD  is not included here but in 1.7.0 Product_Other Category.",1,,,
1,7,14,,,出版物名,,,,,,Printing,"紙に書かれているものの名前。
実際に出版されていないものを含む。","A name of a printing. 
This includes those not published.",,,,
1,7,14,0,,出版物名,出版物名＿その他,"京都大学入学案内書, ポケモンカレンダー,   共産党宣言,   アマルナ文書,   江田船山古墳出土大刀銘,   メルゼブルグの呪文

オランダ風説書,   五日市憲法草案,   天声人語,   みんなの広場,   私見直言,   全作品購入契約書

希望新聞,   首相の日々,   ビジネス情報,   国防白書","ペンギン・ブックス(→　ブランド名),   角川文庫(→　ブランド名),   岩波新書(→　ブランド名),   社説(→　ＣＯＮＣＥＰＴ)","文書,  報告書,  読者参加企画,  写真,  手紙,  地図,  石碑,  コラム",,Printing_Other,"出版物名のうち、その下位クラスに属さないもの。
例えば、カレンダーやパンフレット、宣言文など。","A name of a printing (1.7.14 Printing) that does not belong to any of the other subordinate categories (1.7.14.1 - 1.7.14.3). 
Examples are a calendar, booklet, brochure, or declaration. ",1,,,
1,7,14,1,,,新聞名,"信濃毎日新聞,  ジャパンタイムズ,  官板バタヒヤ新聞,  東亜日報,  デーリー・ミラー
朝日新聞,   NYタイムズ,   シカゴ・トリビューン,   河北新報,   人民日報,   萬朝報,   赤旗,   ルモンド紙

毎日新聞,   モスコフスキー・コムソモーレツ,   リドベ・ノビニ,   北京青年報,   ワシントン・タイムズ",天声人語（新聞のいちコーナー→出版物名＿その他）,"新聞,  日刊紙,  ニュースサイト, 機関紙",,Newspaper,新聞の名前。,A name of a newspaper.,1,,,
1,7,14,2,,,雑誌名,"主婦の友,  四季,  ナショナル・ジオグラフィック,  馬酔木,  フォーリン・アフェアーズ

少年ジャンプ,   週刊新潮,   ビジネス・ウイーク誌,   エコノミスト,   三浦古文化,   ヴォーグ,   言語研究（学会誌）",ルモンド紙(→ 新聞名),"雑誌,  月刊誌,  フリーペーパー,  機関紙,  ニューズレター",,Magazine,"定期刊行の出版物の名前。
新聞は含まない。",A name of a periodical publication except a newspaper.,1,,,
1,7,14,3,,,書物名,"アンタル物語,  蔭凉軒日録,  食道楽,  長ぐつ下のピッピ,  立花大全

坊ちゃん,   若草物語,   海上の道,   チーズはどこへ消えた,   源氏物語,   ノンちゃん雲にのる,   日本の舞踊,   雪国,   朝雲,   檸檬,   蜘蛛の糸,   羅生門,   一寸法師,   ミノス伝説,   ギリシャ神話,   スガモプリズン事典,   二十億光年の孤独,   道程

ナニワ金融道（漫画）,   聖書,   旧約聖書,   旧約「詩篇」,   バビロン捕囚の詩,   アンカー英和辞典

カザフ語辞典（一種類しか存在しない場合）

「平成三十年」（新聞の中での連載小説のタイトル）

春日権現験記（絵巻物）",英和辞典(→ ＣＯＮＣＥＰＴ),"漫画,  小説,  ライトノベル,  4コマ漫画,  短編小説,  著作,  書籍,  絵巻物",,Book,"書物や文学（口承文学、神話、伝説などを含む言葉で表現されたもの）の名前。
文字情報の有無にかかわらず発行部数が確認できるような書物を含む。
例えば、文学、書籍、漫画、辞書、白書、画集など。","A name of a written or verbal work of any form. 
This includes a book the circulation of which can be clarified, irrespective of the presense or absense of literal information. 
Examples are a literature, comics, dictionary, whitepaper, artbook, etc.",1,,,
1,7,15,,,ゲーム名,,,,,,Game,ゲームの名前。,A name of a game.,,,,
